ciclo,passada,iteracao,vizinhanca,recurso,disciplinas_livres,variaveis_x_livres,variaveis_x_fixadas,status_solver,objetivo_anterior,objetivo_candidato,melhorou,objetivo_incumbente,tempo_gasto_s,tempo_solver_s,tempo_limite_subproblema_s,curso,ordem_cursos,seed_ordem_cursos,posicao_ordem_curso,tipo_registro,parametro_tipo_vizinhanca,parametro_tempo_modelo_inicial_s,parametro_tempo_heuristica_inicial_s,parametro_tempo_subproblema_s,parametro_tempo_total_maximo_s,parametro_apenas_uma_passada,parametro_salvar_candidatos,parametro_ordem_cursos_solicitada,parametro_seed_ordem_cursos_solicitada,parametro_ordem_cursos,parametro_seed_ordem_cursos,parametro_arquivo_horarios,parametro_arquivo_salas,parametro_arquivo_salas_preferenciais,parametro_diretorio_execucao,parametro_arquivo_melhor_solucao,parametro_arquivo_log_csv,parametro_arquivo_log_json,parametro_gurobi_inicial_TimeLimit,parametro_gurobi_inicial_MIPFocus,parametro_gurobi_inicial_NoRelHeurTime,parametro_gurobi_subproblema_TimeLimit,parametro_gurobi_subproblema_MIPFocus,parametro_gurobi_subproblema_NoRelHeurTime,curso_a,curso_b,posicao_par
1,3,5,par_cursos,ADM+ENF,66,17802,77188,OPTIMAL,186270.5,186270.5,False,186270.5,28.75,28.42,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,ADM,ENF,5
1,3,6,par_cursos,ADM+FIL,63,12052,82938,OPTIMAL,186270.5,186270.5,False,186270.5,1.11,0.76,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,ADM,FIL,6
1,3,7,par_cursos,ADM+GEO,58,11362,83628,OPTIMAL,186270.5,186270.5,False,186270.5,1.06,0.72,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,ADM,GEO,7
1,3,8,par_cursos,ADM+HIS,72,14076,80914,OPTIMAL,186270.5,186270.5,False,186270.5,1.52,1.17,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,ADM,HIS,8
1,3,9,par_cursos,ADM+LET,84,18446,76544,OPTIMAL,186270.5,186254.5,True,186254.5,162.19,161.82,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,ADM,LET,9
1,3,10,par_cursos,ADM+MAT,71,14260,80730,OPTIMAL,186254.5,186254.5,False,186254.5,1.95,1.59,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,ADM,MAT,10
1,3,11,par_cursos,ADM+MED,89,18676,76314,OPTIMAL,186254.5,186254.5,False,186254.5,2.86,2.5,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,ADM,MED,11
1,3,12,par_cursos,ADM+PED,104,22080,72910,TIME_LIMIT,186254.5,186180.0,True,186180.0,600.49,600.14,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,ADM,PED,12
1,3,13,par_cursos,AGRO+CC,98,19274,75716,OPTIMAL,186180.0,186180.0,False,186180.0,59.68,59.3,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,CC,13
1,3,14,par_cursos,AGRO+CS,73,13294,81696,OPTIMAL,186180.0,186175.0,True,186175.0,4.39,4.07,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,CS,14
1,3,15,par_cursos,AGRO+EAS,96,16192,78798,OPTIMAL,186175.0,186175.0,False,186175.0,7.09,6.76,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,EAS,15
1,3,16,par_cursos,AGRO+ENF,69,17250,77740,OPTIMAL,186175.0,186156.5,True,186156.5,169.16,168.85,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,ENF,16
1,3,17,par_cursos,AGRO+FIL,66,11500,83490,OPTIMAL,186156.5,186156.5,False,186156.5,3.25,2.94,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,FIL,17
1,3,18,par_cursos,AGRO+GEO,61,10810,84180,OPTIMAL,186156.5,186156.5,False,186156.5,3.67,3.34,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,GEO,18
1,3,19,par_cursos,AGRO+HIS,75,13524,81466,OPTIMAL,186156.5,186156.5,False,186156.5,4.22,3.89,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,HIS,19
1,3,20,par_cursos,AGRO+LET,87,17894,77096,OPTIMAL,186156.5,186156.5,False,186156.5,47.83,47.52,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,LET,20
1,3,21,par_cursos,AGRO+MAT,74,13708,81282,OPTIMAL,186156.5,186156.5,False,186156.5,3.95,3.63,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,MAT,21
1,3,22,par_cursos,AGRO+MED,92,18124,76866,TIME_LIMIT,186156.5,185945.0,True,185945.0,600.36,600.03,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,MED,22
1,3,23,par_cursos,AGRO+PED,107,21528,73462,OPTIMAL,185945.0,185945.0,False,185945.0,45.5,45.16,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,AGRO,PED,23
1,3,24,par_cursos,CC+CS,69,15088,79902,OPTIMAL,185945.0,185940.0,True,185940.0,38.2,37.88,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CC,CS,24
1,3,25,par_cursos,CC+EAS,92,17986,77004,OPTIMAL,185940.0,185940.0,False,185940.0,4.09,3.78,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CC,EAS,25
1,3,26,par_cursos,CC+ENF,65,19044,75946,OPTIMAL,185940.0,185940.0,False,185940.0,120.65,120.34,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CC,ENF,26
1,3,27,par_cursos,CC+FIL,62,13294,81696,OPTIMAL,185940.0,185924.5,True,185924.5,45.06,44.75,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CC,FIL,27
1,3,28,par_cursos,CC+GEO,57,12604,82386,OPTIMAL,185924.5,185924.5,False,185924.5,2.01,1.7,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CC,GEO,28
1,3,29,par_cursos,CC+HIS,71,15318,79672,OPTIMAL,185924.5,185924.5,False,185924.5,16.0,15.69,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CC,HIS,29
1,3,30,par_cursos,CC+LET,83,19688,75302,TIME_LIMIT,185924.5,185922.5,True,185922.5,600.39,600.04,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CC,LET,30
1,3,31,par_cursos,CC+MAT,70,15502,79488,OPTIMAL,185922.5,185922.5,False,185922.5,13.16,12.81,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CC,MAT,31
1,3,32,par_cursos,CC+MED,88,19918,75072,OPTIMAL,185922.5,185922.5,False,185922.5,46.13,45.83,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CC,MED,32
1,3,33,par_cursos,CC+PED,103,23322,71668,OPTIMAL,185922.5,185922.5,False,185922.5,161.08,160.78,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CC,PED,33
1,3,34,par_cursos,CS+EAS,67,12006,82984,OPTIMAL,185922.5,185922.5,False,185922.5,0.83,0.53,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CS,EAS,34
1,3,35,par_cursos,CS+ENF,40,13064,81926,OPTIMAL,185922.5,185922.5,False,185922.5,3.05,2.73,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CS,ENF,35
1,3,36,par_cursos,CS+FIL,37,7314,87676,OPTIMAL,185922.5,185922.5,False,185922.5,0.67,0.35,600.0,,alfabetica,,,iteracao,curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/melhor_solucao.sol,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.csv,resultados/experimentos/2024_1/curso_pares/total4h_inicial3min_norel3min_viz10min/20260923_214522/historico.json,180.0,1,180.0,600.0,1,0,CS,FIL,36
