ciclo,passada,iteracao,vizinhanca,recurso,disciplinas_livres,variaveis_x_livres,variaveis_x_fixadas,status_solver,objetivo_anterior,objetivo_candidato,melhorou,objetivo_incumbente,tempo_gasto_s,tempo_solver_s,tempo_limite_subproblema_s,curso_a,curso_b,ordem_cursos,seed_ordem_cursos,posicao_par,etapa_no_ciclo,etapa_completa,ciclo_completo,motivo_encerramento,tipo_registro,parametro_tipo_vizinhanca,parametro_tempo_modelo_inicial_s,parametro_tempo_heuristica_inicial_s,parametro_tempo_subproblema_s,parametro_tempo_total_maximo_s,parametro_apenas_uma_passada,parametro_salvar_candidatos,parametro_ordem_cursos_solicitada,parametro_seed_ordem_cursos_solicitada,parametro_ordem_cursos,parametro_seed_ordem_cursos,parametro_arquivo_horarios,parametro_arquivo_salas,parametro_arquivo_salas_preferenciais,parametro_diretorio_execucao,parametro_arquivo_melhor_solucao,parametro_arquivo_log_csv,parametro_arquivo_log_json,parametro_sequencia_etapas,parametro_etapa_1_ordem_cursos,parametro_etapa_1_seed,parametro_etapa_2_ordem_cursos,parametro_etapa_2_seed,parametro_gurobi_inicial_TimeLimit,parametro_gurobi_inicial_MIPFocus,parametro_gurobi_inicial_NoRelHeurTime,parametro_gurobi_subproblema_TimeLimit,parametro_gurobi_subproblema_MIPFocus,parametro_gurobi_subproblema_NoRelHeurTime,parametro_motivo_encerramento,parametro_ciclos_completos,dia,turno,curso
1,1,75,par_cursos,LET+PED,92,21942,73048,TIME_LIMIT,185934.5,185934.5,False,185934.5,600.4,600.04,600.0,LET,PED,alfabetica,,75,1,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,,,
1,1,76,par_cursos,MAT+MED,64,14352,80638,OPTIMAL,185934.5,185934.5,False,185934.5,1.43,1.07,600.0,MAT,MED,alfabetica,,76,1,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,,,
1,1,77,par_cursos,MAT+PED,79,17756,77234,OPTIMAL,185934.5,185934.5,False,185934.5,21.31,21.0,600.0,MAT,PED,alfabetica,,77,1,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,,,
1,1,78,par_cursos,MED+PED,97,22172,72818,OPTIMAL,185934.5,185934.5,False,185934.5,51.87,51.56,600.0,MED,PED,alfabetica,,78,1,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,,,
1,2,1,dia_turno_curso,2_M_ADM,81,18538,76452,OPTIMAL,185934.5,185934.5,False,185934.5,2.29,1.97,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,M,ADM
1,2,2,dia_turno_curso,2_M_AGRO,82,17250,77740,OPTIMAL,185934.5,185934.5,False,185934.5,5.97,5.65,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,M,AGRO
1,2,3,dia_turno_curso,2_M_EAS,73,16238,78752,OPTIMAL,185934.5,185934.5,False,185934.5,2.11,1.79,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,M,EAS
1,2,4,dia_turno_curso,2_M_ENF,51,15548,79442,OPTIMAL,185934.5,185934.5,False,185934.5,5.49,5.16,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,M,ENF
1,2,5,dia_turno_curso,2_M_MED,74,18078,76912,OPTIMAL,185934.5,185934.5,False,185934.5,2.81,2.47,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,M,MED
1,2,6,dia_turno_curso,2_M_PED,88,21574,73416,OPTIMAL,185934.5,185934.5,False,185934.5,23.38,23.04,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,M,PED
1,2,7,dia_turno_curso,2_T_AGRO,82,20194,74796,OPTIMAL,185934.5,185934.5,False,185934.5,7.78,7.44,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,T,AGRO
1,2,8,dia_turno_curso,2_T_CC,70,20010,74980,OPTIMAL,185934.5,185934.5,False,185934.5,6.24,5.92,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,T,CC
1,2,9,dia_turno_curso,2_T_CS,55,16284,78706,OPTIMAL,185934.5,185934.5,False,185934.5,1.6,1.28,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,T,CS
1,2,10,dia_turno_curso,2_T_EAS,74,18538,76452,OPTIMAL,185934.5,185934.5,False,185934.5,1.94,1.63,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,T,EAS
1,2,11,dia_turno_curso,2_T_ENF,47,16422,78568,OPTIMAL,185934.5,185934.5,False,185934.5,4.46,4.14,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,T,ENF
1,2,12,dia_turno_curso,2_T_GEO,43,13846,81144,OPTIMAL,185934.5,185934.5,False,185934.5,1.34,1.02,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,T,GEO
1,2,13,dia_turno_curso,2_T_LET,67,19228,75762,OPTIMAL,185934.5,185934.5,False,185934.5,4.25,3.92,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,T,LET
1,2,14,dia_turno_curso,2_T_MAT,56,16606,78384,OPTIMAL,185934.5,185934.5,False,185934.5,1.69,1.35,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,T,MAT
1,2,15,dia_turno_curso,2_T_MED,71,20286,74704,OPTIMAL,185934.5,185934.5,False,185934.5,2.67,2.36,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,T,MED
1,2,16,dia_turno_curso,2_N_ADM,85,18078,76912,OPTIMAL,185934.5,185934.5,False,185934.5,1.92,1.61,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,N,ADM
1,2,17,dia_turno_curso,2_N_CC,83,19136,75854,OPTIMAL,185934.5,185934.5,False,185934.5,4.44,4.13,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,N,CC
1,2,18,dia_turno_curso,2_N_CS,59,13248,81742,OPTIMAL,185934.5,185934.5,False,185934.5,1.56,1.23,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,N,CS
1,2,19,dia_turno_curso,2_N_EAS,85,16376,78614,OPTIMAL,185934.5,185934.5,False,185934.5,1.57,1.27,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,N,EAS
1,2,20,dia_turno_curso,2_N_FIL,53,11730,83260,OPTIMAL,185934.5,185934.5,False,185934.5,1.43,1.12,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,N,FIL
1,2,21,dia_turno_curso,2_N_GEO,48,10994,83996,OPTIMAL,185934.5,185934.5,False,185934.5,1.47,1.16,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,N,GEO
1,2,22,dia_turno_curso,2_N_HIS,61,13570,81420,OPTIMAL,185934.5,185934.5,False,185934.5,1.73,1.41,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,N,HIS
1,2,23,dia_turno_curso,2_N_LET,71,16790,78200,OPTIMAL,185934.5,185934.5,False,185934.5,5.7,5.39,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,N,LET
1,2,24,dia_turno_curso,2_N_MAT,60,13386,81604,OPTIMAL,185934.5,185934.5,False,185934.5,1.6,1.28,600.0,,,alfabetica,,,2,True,True,TEMPO_TOTAL,iteracao,hibrida_pares_dia_turno_curso,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/pares_dia_turno_curso_init180.json,par_cursos -> dia_turno_curso,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,TEMPO_TOTAL,2,2,N,MAT
