ciclo,passada,iteracao,vizinhanca,recurso,disciplinas_livres,variaveis_x_livres,variaveis_x_fixadas,status_solver,objetivo_anterior,objetivo_candidato,melhorou,objetivo_incumbente,tempo_gasto_s,tempo_solver_s,tempo_limite_subproblema_s,dia,turno,curso,ordem_cursos,seed_ordem_cursos,etapa_no_ciclo,etapa_completa,ciclo_completo,motivo_encerramento,tipo_registro,parametro_tipo_vizinhanca,parametro_tempo_modelo_inicial_s,parametro_tempo_heuristica_inicial_s,parametro_tempo_subproblema_s,parametro_tempo_total_maximo_s,parametro_apenas_uma_passada,parametro_salvar_candidatos,parametro_ordem_cursos_solicitada,parametro_seed_ordem_cursos_solicitada,parametro_ordem_cursos,parametro_seed_ordem_cursos,parametro_arquivo_horarios,parametro_arquivo_salas,parametro_arquivo_salas_preferenciais,parametro_diretorio_execucao,parametro_arquivo_melhor_solucao,parametro_arquivo_log_csv,parametro_arquivo_log_json,parametro_sequencia_etapas,parametro_etapa_1_ordem_cursos,parametro_etapa_1_seed,parametro_etapa_2_ordem_cursos,parametro_etapa_2_seed,parametro_gurobi_inicial_TimeLimit,parametro_gurobi_inicial_MIPFocus,parametro_gurobi_inicial_NoRelHeurTime,parametro_gurobi_subproblema_TimeLimit,parametro_gurobi_subproblema_MIPFocus,parametro_gurobi_subproblema_NoRelHeurTime,parametro_motivo_encerramento,parametro_ciclos_completos,curso_a,curso_b,posicao_par
1,2,37,par_cursos,CS+GEO,32,6624,88366,OPTIMAL,185439.0,185439.0,False,185439.0,0.64,0.33,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,CS,GEO,37
1,2,38,par_cursos,CS+HIS,46,9338,85652,OPTIMAL,185439.0,185439.0,False,185439.0,1.1,0.8,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,CS,HIS,38
1,2,39,par_cursos,CS+LET,58,13708,81282,OPTIMAL,185439.0,185439.0,False,185439.0,1.63,1.33,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,CS,LET,39
1,2,40,par_cursos,CS+MAT,45,9522,85468,OPTIMAL,185439.0,185439.0,False,185439.0,1.0,0.68,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,CS,MAT,40
1,2,41,par_cursos,CS+MED,63,13938,81052,OPTIMAL,185439.0,185439.0,False,185439.0,1.3,0.97,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,CS,MED,41
1,2,42,par_cursos,CS+PED,78,17342,77648,OPTIMAL,185439.0,185439.0,False,185439.0,156.0,155.67,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,CS,PED,42
1,2,43,par_cursos,EAS+ENF,63,15962,79028,OPTIMAL,185439.0,185402.0,True,185402.0,16.35,15.92,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,EAS,ENF,43
1,2,44,par_cursos,EAS+FIL,60,10212,84778,OPTIMAL,185402.0,185402.0,False,185402.0,0.72,0.4,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,EAS,FIL,44
1,2,45,par_cursos,EAS+GEO,55,9522,85468,OPTIMAL,185402.0,185402.0,False,185402.0,0.68,0.37,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,EAS,GEO,45
1,2,46,par_cursos,EAS+HIS,69,12236,82754,OPTIMAL,185402.0,185402.0,False,185402.0,0.8,0.49,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,EAS,HIS,46
1,2,47,par_cursos,EAS+LET,81,16606,78384,OPTIMAL,185402.0,185402.0,False,185402.0,1.56,1.25,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,EAS,LET,47
1,2,48,par_cursos,EAS+MAT,68,12420,82570,OPTIMAL,185402.0,185401.5,True,185401.5,1.36,1.02,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,EAS,MAT,48
1,2,49,par_cursos,EAS+MED,86,16836,78154,OPTIMAL,185401.5,185401.5,False,185401.5,1.7,1.4,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,EAS,MED,49
1,2,50,par_cursos,EAS+PED,101,20240,74750,OPTIMAL,185401.5,185401.5,False,185401.5,30.82,30.51,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,EAS,PED,50
1,2,51,par_cursos,ENF+FIL,33,11270,83720,OPTIMAL,185401.5,185401.5,False,185401.5,2.56,2.23,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,ENF,FIL,51
1,2,52,par_cursos,ENF+GEO,28,10580,84410,OPTIMAL,185401.5,185401.5,False,185401.5,2.44,2.1,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,ENF,GEO,52
1,2,53,par_cursos,ENF+HIS,42,13294,81696,OPTIMAL,185401.5,185401.5,False,185401.5,2.78,2.44,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,ENF,HIS,53
1,2,54,par_cursos,ENF+LET,54,17664,77326,OPTIMAL,185401.5,185401.5,False,185401.5,6.08,5.74,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,ENF,LET,54
1,2,55,par_cursos,ENF+MAT,41,13478,81512,OPTIMAL,185401.5,185401.5,False,185401.5,3.25,2.92,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,ENF,MAT,55
1,2,56,par_cursos,ENF+MED,59,17894,77096,OPTIMAL,185401.5,185315.0,True,185315.0,50.24,49.89,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,ENF,MED,56
1,2,57,par_cursos,ENF+PED,74,21298,73692,TIME_LIMIT,185315.0,185315.0,False,185315.0,600.51,600.16,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,ENF,PED,57
1,2,58,par_cursos,FIL+GEO,25,4830,90160,OPTIMAL,185315.0,185315.0,False,185315.0,0.67,0.31,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,FIL,GEO,58
1,2,59,par_cursos,FIL+HIS,39,7544,87446,OPTIMAL,185315.0,185315.0,False,185315.0,0.68,0.37,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,FIL,HIS,59
1,2,60,par_cursos,FIL+LET,51,11914,83076,OPTIMAL,185315.0,185315.0,False,185315.0,2.55,2.24,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,FIL,LET,60
1,2,61,par_cursos,FIL+MAT,38,7728,87262,OPTIMAL,185315.0,185315.0,False,185315.0,0.73,0.4,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,FIL,MAT,61
1,2,62,par_cursos,FIL+MED,56,12144,82846,OPTIMAL,185315.0,185315.0,False,185315.0,1.09,0.78,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,FIL,MED,62
1,2,63,par_cursos,FIL+PED,71,15548,79442,OPTIMAL,185315.0,185315.0,False,185315.0,16.21,15.87,600.0,,,,alfabetica,,2,True,True,CICLO_SEM_MELHORIA,iteracao,hibrida_dia_turno_curso_pares,180.0,180.0,600.0,14400.0,False,False,alfabetica,,alfabetica,,./dados/2024_1/horarios_2024_1.xlsx,./dados/2024_1/salas_2024_1.csv,./dados/2024_1/salas_preferenciais_2024.1.xlsx,/Users/robertdrey/Documents/workspace/development/alocador_de_salas,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.sol,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.csv,resultados/experimentos/2024_1/hibridas_dia_turno_curso_pares/dia_turno_curso_pares_init180.json,dia_turno_curso -> par_cursos,alfabetica,,alfabetica,,180.0,1,180.0,600.0,1,0,CICLO_SEM_MELHORIA,3,FIL,PED,63
